time,x,y,dX,dY,conON,delayTime20210608152252.938,90,227.5,0,0,true,0.00390625
20210608152253.440,90,214,40,200,false,0.00390625
20210608152253.940,90,326.5,40,200,false,0.00390625
20210608152254.437,90,214,40,200,false,0.00390625
20210608152254.938,90,326.5,40,200,false,0
20210608152255.439,90,214,40,200,false,0
20210608152255.953,90,338,40,200,false,0.00390625
20210608152256.439,90,388,40,200,false,0
20210608152256.941,90,388,40,200,false,0.00390625
20210608152257.439,90,388,40,200,false,0
20210608152257.940,90,388,40,200,false,0.00390625
20210608152258.437,90,388,40,200,false,0.00390625
20210608152258.938,90,388,40,203,false,0.00390625
20210608152259.437,90,388,40,285.5,true,0.00390625
20210608152259.936,90,388,40,285.5,true,0.00390625
20210608152300.440,90,388,40,285.5,true,0.00390625
20210608152300.937,90,388,40,338,true,0.00390625
20210608152301.437,90,388,40,338,true,0.00390625
20210608152301.937,90,388,40,362.5,true,0.00390625
20210608152302.439,90,388,40,362.5,true,0
20210608152302.939,90,388,40,388,true,0
20210608152303.438,90,388,40,388,true,0.00390625
20210608152303.939,90,388,40,388,false,0
20210608152304.442,90,388,40,388,false,0.00390625
20210608152304.937,90,388,40,388,false,0.00390625
20210608152305.442,90,388,40,388,false,0.00390625
20210608152305.943,90,388,40,388,false,0
20210608152306.438,90,388,40,323.5,true,0.00390625
20210608152306.938,90,388,40,239.5,false,0.00390625
20210608152307.441,90,388,40,277,false,0.00390625
20210608152307.938,90,388,40,388,false,0.00390625
20210608152308.439,90,388,40,388,false,0
20210608152308.940,90,388,20,388,false,0.00390625
20210608152309.442,90,388,20,388,false,0
20210608152309.937,90,388,56,388,false,0.00390625
20210608152310.439,90,388,120,260.5,true,0
20210608152310.939,90,388,180,245.5,false,0
20210608152311.440,90,388,240,328,false,0.00390625
20210608152311.938,90,388,272,355.5,false,0
20210608152312.437,90,388,272,388,false,0.00390625
20210608152312.937,90,388,272,388,false,0.00390625
20210608152313.438,90,388,236,388,false,0
20210608152313.939,90,388,172,314.5,true,0
20210608152314.437,90,388,112,239.5,false,0.00390625
20210608152314.940,90,388,52,277,true,0.00390625
20210608152315.440,90,388,20,388,false,0.00390625
20210608152315.938,90,388,48,388,false,0.00390625
20210608152316.441,90,388,108,298,true,0.00390625
20210608152316.937,90,388,172,238,false,0.00390625
20210608152317.437,90,388,232,298,true,0.00390625
20210608152317.940,90,388,252,346,false,0.00390625
20210608152318.449,90,388,252,388,false,0.00390625
