time,x,y,dX,dY,conON,delayTime20210608140643.257,0,1.5,0,0,false,0.00390625
20210608140643.457,0,18,0,0,false,0.00390625
20210608140643.656,0,52.5,0,0,false,0.00390625
20210608140643.856,0,105,0,0,false,0
20210608140644.058,0,175.5,0,0,false,0.00390625
20210608140644.257,0,264,0,0,false,0
20210608140644.457,0,370.5,0,0,false,0
20210608140644.663,0,388,0,0,false,0.00390625
20210608140644.855,0,388,0,0,false,0
20210608140645.059,0,388,0,0,false,0
20210608140645.256,0,388,0,0,false,0.00390625
20210608140645.459,0,388,0,0,false,0.00390625
20210608140645.656,0,388,0,0,false,0.00390625
20210608140645.856,0,388,0,0,false,0
20210608140646.070,0,388,0,0,false,0.00390625
20210608140646.256,0,388,0,0,false,0.00390625
20210608140646.457,0,388,0,0,false,0.00390625
20210608140646.654,0,388,0,0,false,0
20210608140646.859,0,388,0,0,false,0.00390625
20210608140647.054,0,388,0,0,false,0
20210608140647.255,0,388,0,0,false,0
20210608140647.457,0,388,0,0,false,0.00390625
20210608140647.655,0,388,0,0,false,0.00390625
20210608140647.858,0,388,0,0,false,0.00390625
20210608140648.057,0,388,0,0,false,0.00390625
20210608140648.256,0,388,0,0,false,0
